step	loss_train
195	6.805389881134033
196	6.797711372375488
197	6.79005241394043
198	6.782485485076904
199	6.774838924407959
200	6.767180442810059
201	6.759457588195801
202	6.75167989730835
203	6.74402379989624
204	6.7362165451049805
205	6.728529453277588
206	6.720823287963867
207	6.713099479675293
208	6.705326557159424
209	6.697500228881836
210	6.689635753631592
211	6.6816935539245605
212	6.673739433288574
213	6.665777206420898
214	6.657840251922607
215	6.649911880493164
216	6.642014503479004
217	6.63404655456543
218	6.626055717468262
219	6.617976188659668
220	6.609951019287109
221	6.601939678192139
222	6.593930721282959
223	6.585890769958496
224	6.57772970199585
225	6.569608211517334
226	6.561452388763428
227	6.553232192993164
228	6.545007705688477
229	6.536870002746582
230	6.528595924377441
231	6.520339488983154
232	6.512120246887207
233	6.503813743591309
234	6.495445251464844
235	6.487114429473877
236	6.478752613067627
237	6.470377445220947
238	6.461997985839844
239	6.453555583953857
240	6.44506311416626
241	6.436601161956787
242	6.428108215332031
243	6.419557571411133
244	6.41103982925415
245	6.402494430541992
246	6.393868923187256
247	6.385308742523193
248	6.37664270401001
249	6.3679375648498535
250	6.359225273132324
251	6.350531101226807
252	6.341793060302734
253	6.333002090454102
254	6.324260234832764
255	6.315478801727295
256	6.306645393371582
257	6.297762870788574
258	6.288874626159668
259	6.279992580413818
260	6.2711334228515625
261	6.262236595153809
262	6.253230094909668
263	6.244218349456787
264	6.235179424285889
265	6.226129055023193
266	6.217038631439209
267	6.2080230712890625
268	6.1988911628723145
269	6.1897478103637695
270	6.180613994598389
271	6.1714043617248535
272	6.162246227264404
273	6.152976036071777
274	6.143707275390625
275	6.134427547454834
276	6.125141143798828
277	6.115749359130859
278	6.106405258178711
279	6.09705924987793
280	6.087653636932373
281	6.078211784362793
282	6.068737506866455
283	6.059223175048828
284	6.049709796905518
285	6.040184020996094
286	6.03064489364624
287	6.021061897277832
288	6.011485576629639
289	6.001893520355225
290	5.992242336273193
291	5.982542037963867
292	5.972819805145264
293	5.963048458099365
294	5.953267574310303
295	5.943443298339844
296	5.9336395263671875
297	5.923799514770508
298	5.913882732391357
299	5.9039626121521
300	5.894052505493164
301	5.884154796600342
302	5.874195575714111
303	5.864199638366699
304	5.854161739349365
305	5.844101905822754
306	5.83409309387207
307	5.8240966796875
308	5.814002513885498
309	5.80391263961792
310	5.793766498565674
311	5.783616065979004
312	5.773456573486328
313	5.7633056640625
314	5.753086090087891
315	5.742833137512207
316	5.732553958892822
317	5.722282886505127
318	5.712035655975342
319	5.7017292976379395
320	5.691410064697266
321	5.681069374084473
322	5.670681476593018
323	5.660250663757324
324	5.649865627288818
325	5.639374256134033
326	5.628906726837158
327	5.618446350097656
328	5.60797119140625
329	5.597497940063477
330	5.586942672729492
331	5.576367378234863
332	5.565820217132568
333	5.555221080780029
334	5.544593334197998
335	5.534012794494629
336	5.52337646484375
337	5.512770175933838
338	5.502154350280762
339	5.49153995513916
340	5.480865955352783
341	5.470175743103027
342	5.45947790145874
343	5.448774814605713
344	5.4380974769592285
345	5.427357196807861
346	5.416623592376709
347	5.405887126922607
348	5.395129203796387
349	5.384337902069092
350	5.373584747314453
351	5.362789630889893
352	5.352035045623779
353	5.341264247894287
354	5.330444812774658
355	5.319644927978516
356	5.308870315551758
357	5.298141956329346
358	5.287310600280762
359	5.276529312133789
360	5.265773773193359
361	5.255018711090088
362	5.244230270385742
363	5.233448505401611
364	5.222660541534424
365	5.211880207061768
366	5.201042652130127
367	5.190253257751465
368	5.179466724395752
369	5.168705940246582
370	5.157970905303955
371	5.147250652313232
372	5.136537075042725
373	5.12579870223999
374	5.1151227951049805
375	5.1043901443481445
376	5.09368896484375
377	5.082991123199463
378	5.072292804718018
379	5.061635971069336
380	5.05094575881958
381	5.0403313636779785
382	5.029726982116699
383	5.019149303436279
384	5.00852108001709
385	4.997973918914795
386	4.987408638000488
387	4.976900577545166
388	4.966397285461426
389	4.9558634757995605
390	4.945363521575928
391	4.934848785400391
392	4.924403667449951
393	4.913932800292969
394	4.903494834899902
395	4.8930816650390625
396	4.882680416107178
397	4.872279644012451
398	4.861932277679443
399	4.851578712463379
400	4.841270446777344
401	4.831022262573242
402	4.8207688331604
403	4.810481071472168
404	4.800253868103027
405	4.790063858032227
406	4.7799272537231445
407	4.769768714904785
408	4.759645462036133
409	4.7495880126953125
410	4.739512920379639
411	4.729495525360107
412	4.719504356384277
413	4.7095208168029785
414	4.699586868286133
415	4.689720153808594
416	4.679821491241455
417	4.669973850250244
418	4.6601362228393555
419	4.650369167327881
420	4.640626430511475
421	4.630847930908203
422	4.621161460876465
423	4.611450672149658
424	4.601843357086182
425	4.592219352722168
426	4.582625865936279
427	4.573111057281494
428	4.563572406768799
429	4.554059982299805
430	4.544597148895264
431	4.535137176513672
432	4.525716304779053
433	4.516338348388672
434	4.506957054138184
435	4.4976654052734375
436	4.488404273986816
437	4.479146480560303
438	4.469911098480225
439	4.460723400115967
440	4.4515581130981445
441	4.4424567222595215
442	4.433404445648193
443	4.424326419830322
444	4.415299892425537
445	4.4062886238098145
446	4.397326469421387
447	4.38839864730835
448	4.379526615142822
449	4.370629787445068
450	4.361745357513428
451	4.352911472320557
452	4.344101905822754
453	4.335400581359863
454	4.326644420623779
455	4.317957401275635
456	4.309288024902344
457	4.300670146942139
458	4.292064189910889
459	4.283480167388916
460	4.27493953704834
461	4.266489505767822
462	4.25800895690918
463	4.249640464782715
464	4.241227626800537
465	4.232827186584473
466	4.224496841430664
467	4.216158390045166
468	4.207882881164551
469	4.19964075088501
470	4.191375732421875
471	4.1831889152526855
472	4.175002574920654
473	4.166838645935059
474	4.158703804016113
475	4.150658130645752
476	4.142576217651367
477	4.134532928466797
478	4.126496315002441
479	4.118517875671387
480	4.110538005828857
481	4.1025896072387695
482	4.094705104827881
483	4.086828708648682
484	4.078976154327393
485	4.071097373962402
486	4.0633015632629395
487	4.055507183074951
488	4.047799110412598
489	4.040069580078125
490	4.032367706298828
491	4.024698734283447
492	4.017071723937988
493	4.009469509124756
494	4.0018744468688965
495	3.9943583011627197
496	3.9868431091308594
497	3.979360342025757
498	3.9718568325042725
499	3.9644088745117188
500	3.9569637775421143
501	3.9495599269866943
502	3.942160129547119
503	3.93481707572937
504	3.927483081817627
505	3.9201674461364746
506	3.9129178524017334
507	3.905681848526001
508	3.8984622955322266
509	3.891254186630249
510	3.884077787399292
511	3.8769209384918213
512	3.8697712421417236
513	3.8626651763916016
514	3.8555779457092285
515	3.848498582839966
516	3.841468572616577
517	3.8344497680664062
518	3.8274624347686768
519	3.8204662799835205
520	3.813527822494507
521	3.8065803050994873
522	3.7996532917022705
523	3.792759895324707
524	3.785938262939453
525	3.7790822982788086
526	3.7722668647766113
527	3.765481472015381
528	3.7586989402770996
529	3.7519633769989014
530	3.7452552318573
531	3.738532781600952
532	3.731856107711792
533	3.725193738937378
534	3.718571186065674
535	3.711947202682495
536	3.7053565979003906
537	3.6987977027893066
538	3.6922550201416016
539	3.685730457305908
540	3.6792144775390625
541	3.672729253768921
542	3.666267156600952
543	3.6598312854766846
544	3.6534173488616943
545	3.647041082382202
546	3.6406500339508057
547	3.6342782974243164
548	3.627943992614746
549	3.6216201782226562
550	3.615332841873169
551	3.6090633869171143
552	3.602804183959961
553	3.5965514183044434
554	3.590329885482788
555	3.584143877029419
556	3.5779569149017334
557	3.571798801422119
558	3.5656590461730957
559	3.5595483779907227
560	3.553445816040039
561	3.5473625659942627
562	3.541287422180176
563	3.5352301597595215
564	3.529216766357422
565	3.523226022720337
566	3.51723575592041
567	3.511275291442871
568	3.5053415298461914
569	3.499420166015625
570	3.4935035705566406
571	3.487610340118408
572	3.4817349910736084
573	3.4758710861206055
574	3.470050811767578
575	3.4642224311828613
576	3.458413600921631
577	3.452615261077881
578	3.4468705654144287
579	3.4411098957061768
580	3.4353957176208496
581	3.429687738418579
582	3.424001693725586
583	3.418327808380127
584	3.412670850753784
585	3.407031774520874
586	3.4014201164245605
587	3.3958005905151367
588	3.390207052230835
589	3.3846282958984375
590	3.379098892211914
591	3.373556613922119
592	3.3680338859558105
593	3.3625330924987793
594	3.3570539951324463
595	3.3515777587890625
596	3.3461363315582275
597	3.340714693069458
598	3.3352882862091064
599	3.329901933670044
600	3.324517250061035
601	3.3191559314727783
602	3.313809394836426
603	3.3084828853607178
604	3.30316424369812
605	3.2978575229644775
606	3.2925608158111572
607	3.2872984409332275
608	3.282031297683716
609	3.2768046855926514
610	3.271605968475342
611	3.2664003372192383
612	3.261207103729248
613	3.2560198307037354
614	3.2508792877197266
615	3.2457432746887207
616	3.2406318187713623
617	3.23553204536438
618	3.2304277420043945
619	3.2253470420837402
620	3.2202658653259277
621	3.215210199356079
622	3.2101809978485107
623	3.2051658630371094
624	3.20013689994812
625	3.1951417922973633
626	3.1901493072509766
627	3.1851847171783447
628	3.180241584777832
629	3.1753058433532715
630	3.1703872680664062
631	3.1654844284057617
632	3.1606082916259766
633	3.1557247638702393
634	3.1508803367614746
635	3.1460299491882324
636	3.14121150970459
637	3.136388063430786
638	3.13158917427063
639	3.126803159713745
640	3.1220483779907227
641	3.1172940731048584
642	3.1125550270080566
643	3.1078262329101562
644	3.103081464767456
645	3.0983800888061523
646	3.093696355819702
647	3.089024543762207
648	3.084366798400879
649	3.0797157287597656
650	3.075093984603882
651	3.070488214492798
652	3.065868854522705
653	3.0612852573394775
654	3.056706190109253
655	3.0521528720855713
656	3.047605276107788
657	3.043067455291748
658	3.038546323776245
659	3.0340394973754883
660	3.029538154602051
661	3.02504563331604
662	3.0205752849578857
663	3.016113519668579
664	3.0116610527038574
665	3.0072193145751953
666	3.0027847290039062
667	2.998370409011841
668	2.9939730167388916
669	2.9895803928375244
670	2.985222339630127
671	2.980861186981201
672	2.976531982421875
673	2.9721839427948
674	2.9678728580474854
675	2.9635543823242188
676	2.9592556953430176
677	2.9549524784088135
678	2.9506642818450928
679	2.946406126022339
680	2.942152738571167
681	2.9379231929779053
682	2.933692455291748
683	2.929490089416504
684	2.925286293029785
685	2.921103000640869
686	2.9169297218322754
687	2.9127585887908936
688	2.9086151123046875
689	2.904480218887329
690	2.900358200073242
691	2.8962290287017822
692	2.8921287059783936
693	2.8880228996276855
694	2.88394832611084
695	2.8798563480377197
696	2.875784158706665
697	2.87172532081604
698	2.867680549621582
699	2.8636512756347656
700	2.859618902206421
701	2.855614423751831
702	2.8516106605529785
703	2.8476221561431885
704	2.8436334133148193
705	2.8396527767181396
706	2.835693120956421
707	2.831758975982666
708	2.8278119564056396
709	2.8238954544067383
710	2.8199846744537354
711	2.816086769104004
712	2.812188148498535
713	2.8083198070526123
714	2.804443836212158
715	2.8006012439727783
716	2.796752691268921
717	2.7929186820983887
718	2.7890846729278564
719	2.7852556705474854
720	2.7814414501190186
721	2.777655601501465
722	2.7738683223724365
723	2.7700865268707275
724	2.7663235664367676
725	2.762568950653076
726	2.7588162422180176
727	2.7550745010375977
728	2.7513628005981445
729	2.7476441860198975
730	2.743929624557495
731	2.7402195930480957
732	2.7365283966064453
733	2.732863426208496
734	2.72921085357666
735	2.7255706787109375
736	2.7219183444976807
737	2.7182846069335938
738	2.714648723602295
739	2.711038112640381
740	2.707428455352783
741	2.703812837600708
742	2.7002217769622803
743	2.696626663208008
744	2.693039655685425
745	2.6894888877868652
746	2.685925245285034
747	2.6823763847351074
748	2.678832530975342
749	2.6753108501434326
750	2.6717963218688965
751	2.668280839920044
752	2.664780855178833
753	2.66129207611084
754	2.657804250717163
755	2.654327154159546
756	2.6508727073669434
757	2.647423028945923
758	2.643977403640747
759	2.640531063079834
760	2.637096643447876
761	2.6336653232574463
762	2.630256414413452
763	2.6268491744995117
764	2.6234452724456787
765	2.6200709342956543
766	2.616678476333618
767	2.613290309906006
768	2.6099138259887695
769	2.606559991836548
770	2.603210210800171
771	2.5998787879943848
772	2.5965518951416016
773	2.593247890472412
774	2.589935779571533
775	2.5866308212280273
776	2.5833513736724854
777	2.580094337463379
778	2.5768301486968994
779	2.57357120513916
780	2.5703115463256836
781	2.567070722579956
782	2.563832998275757
783	2.560605525970459
784	2.557382583618164
785	2.5541794300079346
786	2.550969123840332
787	2.547769069671631
788	2.544574737548828
789	2.541414499282837
790	2.538255214691162
791	2.535088062286377
792	2.5319325923919678
793	2.5287978649139404
794	2.525648593902588
795	2.522505521774292
796	2.519378185272217
797	2.516252040863037
798	2.5131337642669678
799	2.510037422180176
800	2.506946086883545
801	2.5038504600524902
802	2.5007565021514893
803	2.4976868629455566
804	2.4946303367614746
805	2.491562843322754
806	2.4885058403015137
807	2.485459327697754
808	2.4824204444885254
809	2.4793989658355713
