step	accuracy_train
322	0.8691415786743164
323	0.8694100975990295
324	0.8696432709693909
325	0.8699216246604919
326	0.8701766133308411
327	0.8704168796539307
328	0.8706545233726501
329	0.8708813190460205
330	0.871141254901886
331	0.8714014291763306
332	0.8716375827789307
333	0.871891438961029
334	0.8721510171890259
335	0.8723773956298828
336	0.8726239800453186
337	0.8728469014167786
338	0.873066246509552
339	0.8732771873474121
340	0.873511552810669
341	0.8737468123435974
342	0.8739792108535767
343	0.8742074966430664
344	0.8744162917137146
345	0.8746510148048401
346	0.8748764991760254
347	0.8750977516174316
348	0.8753248453140259
349	0.8755641579627991
350	0.8757789134979248
351	0.8760106563568115
352	0.876217782497406
353	0.8764293193817139
354	0.8766619563102722
355	0.8768817186355591
356	0.87708580493927
357	0.8772644996643066
358	0.8774923086166382
359	0.8776935338973999
360	0.8778803944587708
361	0.8780660033226013
362	0.8782669901847839
363	0.8784641027450562
364	0.8786642551422119
365	0.8788606524467468
366	0.8790854215621948
367	0.8792874813079834
368	0.8794888854026794
369	0.8796795606613159
370	0.8798598051071167
371	0.8800346851348877
372	0.8802087903022766
373	0.8803975582122803
374	0.880559504032135
375	0.8807512521743774
376	0.8809319734573364
377	0.8811147212982178
378	0.8813019394874573
379	0.8814738988876343
380	0.8816663026809692
381	0.8818286061286926
382	0.881991446018219
383	0.8821475505828857
384	0.8823323845863342
385	0.8824864625930786
386	0.8826550245285034
387	0.8828043341636658
388	0.8829584121704102
389	0.8831328749656677
390	0.8832994699478149
391	0.8834794759750366
392	0.883636474609375
393	0.8838123679161072
394	0.8839823007583618
395	0.8841491937637329
396	0.8843190670013428
397	0.8844972252845764
398	0.8846611976623535
399	0.8848361372947693
400	0.8850008845329285
401	0.8851495981216431
402	0.885309100151062
403	0.8854919075965881
404	0.8856592774391174
405	0.8858205080032349
406	0.8859697580337524
407	0.8861373662948608
408	0.8863004446029663
409	0.8864465951919556
410	0.8866099715232849
411	0.8867602944374084
412	0.8869104385375977
413	0.8870671391487122
414	0.8872150182723999
415	0.8873466849327087
416	0.887501060962677
417	0.8876461982727051
418	0.8877977132797241
419	0.8879322409629822
420	0.8880685567855835
421	0.8882289528846741
422	0.8883649706840515
423	0.8885207176208496
424	0.8886477947235107
425	0.8887919187545776
426	0.888935387134552
427	0.8890599012374878
428	0.8892045021057129
429	0.8893498778343201
430	0.889487624168396
431	0.8896350264549255
432	0.8897783756256104
433	0.8899170756340027
434	0.8900678157806396
435	0.8901962041854858
436	0.8903244137763977
437	0.8904622197151184
438	0.8906028270721436
439	0.8907367587089539
440	0.8908733129501343
441	0.890997588634491
442	0.8911146521568298
443	0.8912516832351685
444	0.8913811445236206
445	0.8915160298347473
446	0.8916438817977905
447	0.8917698860168457
448	0.8918868899345398
449	0.8920233845710754
450	0.8921658992767334
451	0.8923009634017944
452	0.8924384713172913
453	0.892547607421875
454	0.8926861882209778
455	0.8928111791610718
456	0.8929403424263
457	0.8930617570877075
458	0.8931896686553955
459	0.893320620059967
460	0.8934459090232849
461	0.8935494422912598
462	0.8936742544174194
463	0.8937687277793884
464	0.8938893675804138
465	0.8940161466598511
466	0.894127368927002
467	0.8942521810531616
468	0.894364595413208
469	0.8944772481918335
470	0.8946077823638916
471	0.894718587398529
472	0.8948403000831604
473	0.8949642777442932
474	0.8950867056846619
475	0.8951860070228577
476	0.8953078389167786
477	0.8954265117645264
478	0.8955521583557129
479	0.8956679105758667
480	0.8957903385162354
481	0.8959141373634338
482	0.8960198163986206
483	0.8961333632469177
484	0.8962494134902954
485	0.8963854908943176
486	0.8964982032775879
487	0.8966211676597595
488	0.8967205882072449
489	0.896838903427124
490	0.8969573378562927
491	0.8970692157745361
492	0.8971738815307617
493	0.8972740173339844
494	0.8973838686943054
495	0.8974705338478088
496	0.8975666761398315
497	0.8976640105247498
498	0.8977782130241394
499	0.8978838324546814
500	0.8979938626289368
501	0.8980984687805176
502	0.8982109427452087
503	0.8983073830604553
504	0.8984097838401794
505	0.8985146880149841
506	0.8986062407493591
507	0.8986978530883789
508	0.8987944722175598
509	0.8988954424858093
510	0.8989957571029663
511	0.8990952968597412
512	0.8991994261741638
513	0.8992902040481567
514	0.8993855714797974
515	0.8994905352592468
516	0.8995867967605591
517	0.8996884822845459
518	0.8997845649719238
519	0.8998973965644836
520	0.8999922275543213
521	0.9001021385192871
522	0.9002118706703186
523	0.9003081917762756
524	0.9003866910934448
525	0.900498628616333
526	0.9005934000015259
527	0.9006919860839844
528	0.9007930755615234
529	0.9008857607841492
530	0.9009675979614258
531	0.9010655879974365
532	0.9011536240577698
533	0.9012474417686462
534	0.9013464450836182
535	0.9014589190483093
536	0.9015575051307678
537	0.9016483426094055
538	0.9017273783683777
539	0.9018087387084961
540	0.9019351005554199
541	0.9020527601242065
542	0.9021554589271545
543	0.9022452235221863
544	0.9023351073265076
545	0.9024258852005005
546	0.9025331139564514
547	0.9026516079902649
548	0.9027732610702515
549	0.90287846326828
550	0.9029713869094849
551	0.9030619859695435
552	0.9031680226325989
553	0.9032933712005615
554	0.9034194350242615
555	0.903540313243866
556	0.9036629796028137
557	0.903760552406311
558	0.9038505554199219
559	0.9039416313171387
560	0.9040507078170776
561	0.9041690230369568
562	0.9043002724647522
563	0.9044265151023865
564	0.9045405387878418
565	0.9046491980552673
566	0.9047660231590271
567	0.9048739075660706
568	0.904982328414917
569	0.9050915241241455
570	0.9052137136459351
571	0.9053342342376709
572	0.9054546356201172
573	0.9055821299552917
574	0.9056827425956726
575	0.9058072566986084
576	0.9059242010116577
577	0.9060502052307129
578	0.9061635732650757
579	0.9062798023223877
580	0.9063862562179565
581	0.9065027236938477
582	0.9066177606582642
583	0.9067302346229553
584	0.9068578481674194
585	0.9069793820381165
586	0.9070935845375061
587	0.9072219133377075
588	0.9073436856269836
589	0.9074712991714478
590	0.907572329044342
591	0.9076888561248779
592	0.9078114032745361
593	0.907932698726654
594	0.9080566167831421
595	0.9081844091415405
596	0.9082980155944824
597	0.9084035754203796
598	0.9085294008255005
599	0.9086346626281738
600	0.9087518453598022
601	0.9088655710220337
602	0.9089798927307129
603	0.9090960025787354
604	0.9092133045196533
605	0.9093353748321533
606	0.9094602465629578
607	0.9095661640167236
608	0.9096928238868713
609	0.9098076224327087
610	0.909919023513794
611	0.9100349545478821
612	0.9101563692092896
613	0.9102792143821716
614	0.9103851914405823
615	0.91050124168396
616	0.9106041789054871
617	0.9107100963592529
618	0.9108271598815918
619	0.910947322845459
620	0.9110722541809082
621	0.9111873507499695
622	0.911296010017395
623	0.9114031791687012
624	0.9115241169929504
625	0.911637544631958
626	0.9117589592933655
627	0.9118706583976746
628	0.9119822382926941
629	0.9120985269546509
630	0.9122071862220764
631	0.9123207926750183
632	0.9124307632446289
633	0.9125477075576782
634	0.9126551151275635
635	0.9127684831619263
636	0.9128692746162415
637	0.9129754304885864
638	0.9130854606628418
639	0.9131962656974792
640	0.9133013486862183
641	0.9134112596511841
642	0.9135255217552185
643	0.9136338233947754
644	0.9137566685676575
645	0.9138597249984741
646	0.9139655232429504
647	0.9140678644180298
648	0.9141747951507568
649	0.9142831563949585
650	0.9143902063369751
651	0.9144854545593262
652	0.9146032929420471
653	0.9147049784660339
654	0.9148121476173401
655	0.9149143099784851
656	0.9150164127349854
657	0.915118932723999
658	0.9152196645736694
659	0.9153152704238892
660	0.9154203534126282
661	0.915524423122406
662	0.9156311750411987
663	0.9157357215881348
664	0.915841817855835
665	0.9159414768218994
666	0.9160515666007996
667	0.9161532521247864
668	0.9162560105323792
669	0.9163601398468018
670	0.9164573550224304
671	0.9165557622909546
672	0.9166464805603027
673	0.9167578220367432
674	0.9168484807014465
675	0.9169528484344482
676	0.917048454284668
677	0.9171551465988159
678	0.9172630310058594
679	0.9173608422279358
680	0.9174646139144897
681	0.9175645112991333
682	0.9176677465438843
683	0.9177635908126831
684	0.9178666472434998
685	0.9179584383964539
686	0.9180565476417542
687	0.9181569218635559
688	0.9182451963424683
689	0.9183428287506104
690	0.9184408783912659
691	0.9185454845428467
692	0.9186395406723022
693	0.9187418818473816
694	0.9188399910926819
695	0.9189432263374329
696	0.9190418720245361
697	0.9191441535949707
698	0.9192392230033875
699	0.9193320870399475
700	0.9194343686103821
701	0.9195283651351929
702	0.9196286797523499
703	0.919725239276886
704	0.9198302626609802
705	0.9199303388595581
706	0.9200276136398315
707	0.9201237559318542
708	0.9202272295951843
709	0.9203187823295593
710	0.9204174280166626
711	0.920510470867157
712	0.9206101894378662
713	0.9207021594047546
714	0.9208024144172668
715	0.9208914637565613
716	0.9209834933280945
717	0.9210727214813232
718	0.9211665391921997
719	0.9212633967399597
720	0.9213563203811646
721	0.9214447736740112
722	0.9215395450592041
723	0.9216349720954895
724	0.9217290282249451
725	0.9218194484710693
726	0.9219171404838562
727	0.922008752822876
728	0.922098696231842
729	0.9221914410591125
730	0.9222862124443054
731	0.9223837852478027
732	0.9224762916564941
733	0.9225651025772095
734	0.9226487874984741
735	0.9227337837219238
736	0.9228248000144958
737	0.9229128360748291
738	0.9230095744132996
739	0.923093318939209
740	0.9231837391853333
741	0.9232794046401978
742	0.9233665466308594
743	0.9234594702720642
744	0.9235536456108093
745	0.9236385822296143
746	0.9237280488014221
747	0.92381751537323
748	0.9239078164100647
749	0.9239945411682129
750	0.9240816235542297
751	0.9241687655448914
752	0.9242574572563171
753	0.9243448376655579
754	0.9244362115859985
755	0.9245216250419617
756	0.9246068000793457
757	0.9246929287910461
758	0.9247807860374451
759	0.9248683452606201
760	0.9249550104141235
761	0.9250455498695374
762	0.9251286387443542
763	0.9252161979675293
764	0.9253061413764954
765	0.9253901243209839
766	0.9254834651947021
767	0.9255757331848145
768	0.925668478012085
769	0.9257534146308899
770	0.9258432388305664
771	0.9259288311004639
772	0.9260143637657166
773	0.9260944128036499
774	0.9261817336082458
775	0.9262691140174866
776	0.9263514876365662
777	0.9264243841171265
778	0.9265073537826538
779	0.9265884757041931
780	0.9266709089279175
781	0.9267465472221375
782	0.9268254041671753
783	0.9269025325775146
784	0.9269827604293823
785	0.9270553588867188
786	0.9271338582038879
787	0.9272119402885437
788	0.9272964000701904
789	0.9273692965507507
790	0.9274399876594543
791	0.9275204539299011
792	0.9276030659675598
793	0.9276722073554993
794	0.9277545809745789
795	0.9278374314308167
796	0.9279166460037231
797	0.927995502948761
798	0.9280753135681152
799	0.9281527996063232
800	0.9282288551330566
801	0.9283086061477661
802	0.9283891320228577
803	0.9284635186195374
804	0.9285373091697693
805	0.9286176562309265
806	0.9286994338035583
807	0.9287740588188171
808	0.9288507103919983
809	0.928913414478302
