timestamp	step	accuracy_train
1672741764287	189	0.7821276783943176
1672741765977	190	0.7830137610435486
1672741768736	191	0.7839131951332092
1672741770275	192	0.7847670912742615
1672741771573	193	0.7856002449989319
1672741773427	194	0.7864725589752197
1672741774933	195	0.7872787714004517
1672741776890	196	0.7881053686141968
1672741779135	197	0.7889032363891602
1672741781541	198	0.7897030115127563
1672741782959	199	0.790505588054657
1672741784268	200	0.7912667989730835
1672741788901	201	0.7920633554458618
1672741790104	202	0.7928161025047302
1672741794545	203	0.7935976982116699
1672741795957	204	0.794349730014801
1672741796790	205	0.7950443029403687
1672741798241	206	0.7957956790924072
1672741799484	207	0.7965231537818909
1672741804231	208	0.7972739338874817
1672741808214	209	0.7980422377586365
1672741810162	210	0.7987499237060547
1672741811936	211	0.7994527816772461
1672741813594	212	0.8001541495323181
1672741815152	213	0.800865650177002
1672741819685	214	0.8015625476837158
1672741822167	215	0.8022347688674927
1672741824036	216	0.8029162883758545
1672741825582	217	0.8035964369773865
1672741827292	218	0.804289698600769
1672741829113	219	0.8049677610397339
1672741830805	220	0.8056474924087524
1672741834449	221	0.8063058853149414
1672741837534	222	0.806960940361023
1672741840560	223	0.8076051473617554
1672741841711	224	0.808230996131897
1672741846372	225	0.8088825345039368
1672741849678	226	0.8095322847366333
1672741853370	227	0.8101600408554077
1672741854763	228	0.8108068704605103
1672741858910	229	0.8114433884620667
1672741861037	230	0.8120428323745728
1672741862585	231	0.8126446008682251
1672741865562	232	0.8132386803627014
1672741869674	233	0.8138402700424194
1672741871615	234	0.8144323229789734
1672741873366	235	0.8150339126586914
1672741874432	236	0.8155868649482727
1672741875874	237	0.8161289095878601
1672741877042	238	0.8166614770889282
1672741878536	239	0.8172303438186646
1672741880754	240	0.8177972435951233
1672741882048	241	0.8183099627494812
1672741883426	242	0.8188751935958862
1672741885118	243	0.8194012641906738
1672741886634	244	0.8199514746665955
1672741888214	245	0.8205059170722961
1672741889409	246	0.8210350871086121
1672741893240	247	0.8215717077255249
1672741896659	248	0.8221170902252197
1672741898703	249	0.8226259350776672
1672741899676	250	0.8231214880943298
1672741900985	251	0.8236268758773804
1672741901911	252	0.8241022825241089
1672741905847	253	0.8245928883552551
1672741910114	254	0.8250665068626404
1672741912517	255	0.8255729079246521
1672741913929	256	0.8260473012924194
1672741915554	257	0.826524555683136
1672741916681	258	0.8270014524459839
1672741917998	259	0.8274654150009155
1672741922416	260	0.8279536962509155
1672741923521	261	0.8284190893173218
1672741924746	262	0.8288694024085999
1672741925787	263	0.829308271408081
1672741929203	264	0.8297849893569946
1672741930079	265	0.8302123546600342
1672741931416	266	0.8306666612625122
1672741932801	267	0.83107590675354
1672741936721	268	0.8315156698226929
1672741939321	269	0.831964373588562
1672741942096	270	0.8324061036109924
1672741943597	271	0.8328395485877991
1672741944824	272	0.8332758545875549
1672741946484	273	0.8337158560752869
1672741947676	274	0.8341473340988159
1672741949773	275	0.834545373916626
1672741951274	276	0.8349536061286926
1672741953252	277	0.8353712558746338
1672741954785	278	0.8357773423194885
1672741956500	279	0.8361727595329285
1672741959041	280	0.836577296257019
1672741963032	281	0.8369865417480469
1672741965069	282	0.8373884558677673
1672741968642	283	0.8377839922904968
1672741970271	284	0.8382007479667664
1672741971483	285	0.8385745286941528
1672741972506	286	0.8389615416526794
1672741974858	287	0.8393428325653076
1672741976587	288	0.8397367000579834
1672741977600	289	0.8401163816452026
1672741979852	290	0.8404903411865234
1672741981854	291	0.8408831357955933
1672741982997	292	0.8412599563598633
1672741985436	293	0.8416432738304138
1672741986459	294	0.8419862389564514
1672741987793	295	0.8423263430595398
1672741990239	296	0.8426991701126099
1672741992441	297	0.843079149723053
1672741994568	298	0.8434260487556458
1672741995367	299	0.8437691330909729
1672741997595	300	0.8441482782363892
1672741999714	301	0.844514787197113
1672742001122	302	0.8448497653007507
1672742003904	303	0.8451988101005554
1672742007968	304	0.8455601334571838
1672742010942	305	0.8459145426750183
1672742011920	306	0.8462387323379517
1672742013800	307	0.8465830087661743
1672742017389	308	0.846928060054779
1672742018812	309	0.847257673740387
1672742020024	310	0.847580075263977
1672742022471	311	0.8479228019714355
1672742023991	312	0.848230242729187
1672742025405	313	0.8485617637634277
1672742026782	314	0.8488810062408447
1672742029583	315	0.8492171764373779
1672742031485	316	0.8495547771453857
1672742033035	317	0.8498696088790894
1672742034386	318	0.8501868844032288
1672742037209	319	0.8505083322525024
1672742041430	320	0.8508286476135254
1672742042554	321	0.8511310815811157
1672742044868	322	0.8514429926872253
1672742046117	323	0.8517475128173828
1672742047359	324	0.8520473837852478
1672742048422	325	0.8523305058479309
1672742049773	326	0.8526540398597717
1672742050630	327	0.852914571762085
1672742054030	328	0.8532106280326843
1672742056895	329	0.8535230159759521
1672742058113	330	0.8538061380386353
1672742059455	331	0.8540941476821899
1672742062060	332	0.8543955683708191
1672742064343	333	0.8547056913375854
1672742067924	334	0.8550039529800415
1672742070028	335	0.8552911877632141
1672742071218	336	0.8555693626403809
1672742072621	337	0.8558453321456909
1672742074001	338	0.8561072945594788
1672742077570	339	0.8563940525054932
1672742078447	340	0.8566372990608215
1672742079238	341	0.8568905591964722
1672742083536	342	0.8571730256080627
1672742089031	343	0.8574571013450623
1672742090152	344	0.8577248454093933
1672742091099	345	0.8579744696617126
1672742093430	346	0.8582472801208496
1672742095068	347	0.8585119247436523
1672742097485	348	0.8587819337844849
1672742098910	349	0.8590415716171265
1672742100499	350	0.8593222498893738
1672742101812	351	0.8595883846282959
1672742102814	352	0.8598381280899048
1672742104375	353	0.8600958585739136
1672742106782	354	0.8603367805480957
1672742108036	355	0.8605890870094299
1672742110091	356	0.8608364462852478
1672742111202	357	0.8610924482345581
1672742115528	358	0.861354649066925
1672742116817	359	0.8615843653678894
1672742120087	360	0.8618259429931641
1672742123225	361	0.8620762825012207
1672742124919	362	0.8623284101486206
1672742127563	363	0.8625764846801758
1672742129472	364	0.8627946972846985
1672742130784	365	0.8630158305168152
1672742132208	366	0.8632446527481079
1672742135890	367	0.8634940981864929
1672742137652	368	0.8637338876724243
1672742139248	369	0.8639730215072632
1672742140482	370	0.8641930222511292
1672742142543	371	0.8644171357154846
1672742143603	372	0.8646529912948608
1672742145231	373	0.8648778796195984
1672742146488	374	0.865095853805542
1672742147938	375	0.8653272986412048
1672742149500	376	0.8655523657798767
1672742150890	377	0.8657659888267517
1672742152190	378	0.8659862279891968
1672742156374	379	0.866213858127594
1672742158933	380	0.8664546012878418
1672742161301	381	0.8666893243789673
1672742165226	382	0.8669345378875732
1672742166277	383	0.8671364188194275
1672742167072	384	0.8673298358917236
1672742168333	385	0.8675451874732971
1672742169351	386	0.8677543997764587
1672742171580	387	0.8679733872413635
1672742173370	388	0.868202269077301
1672742174969	389	0.868425726890564
1672742176890	390	0.8686280846595764
1672742181424	391	0.8688364624977112
1672742184106	392	0.8690537214279175
1672742188747	393	0.8692675828933716
1672742190033	394	0.869466245174408
1672742191811	395	0.8696628212928772
1672742194001	396	0.8698652982711792
1672742195875	397	0.8700631856918335
1672742197199	398	0.8702592253684998
1672742199578	399	0.870449960231781
1672742202702	400	0.8706680536270142
1672742205702	401	0.8708656430244446
1672742208007	402	0.8710587024688721
1672742209595	403	0.8712559938430786
1672742210710	404	0.871445894241333
1672742215261	405	0.8716419339179993
1672742219112	406	0.8718349933624268
1672742220684	407	0.8720145225524902
1672742221843	408	0.8722028136253357
1672742224811	409	0.8724066019058228
1672742226219	410	0.872582733631134
1672742227465	411	0.8727710247039795
1672742229734	412	0.8729604482650757
1672742234017	413	0.8731554746627808
1672742235507	414	0.8733329772949219
1672742236742	415	0.8735066652297974
1672742239205	416	0.8736852407455444
1672742241789	417	0.8738769888877869
1672742243618	418	0.8740545511245728
1672742244754	419	0.8742238879203796
1672742247177	420	0.8743902444839478
1672742249380	421	0.874577522277832
1672742250738	422	0.8747471570968628
1672742255213	423	0.8749357461929321
1672742256519	424	0.8751144409179688
1672742257740	425	0.875286340713501
1672742259976	426	0.8754499554634094
1672742261047	427	0.875623881816864
1672742263325	428	0.8758010268211365
1672742264306	429	0.875971257686615
1672742265900	430	0.8761425614356995
1672742266685	431	0.8763051629066467
1672742269117	432	0.8764798045158386
1672742271230	433	0.876645565032959
1672742273004	434	0.8768103122711182
1672742277155	435	0.876990020275116
1672742278659	436	0.8771466612815857
1672742279870	437	0.8773027658462524
1672742282087	438	0.8774744868278503
1672742284834	439	0.8776547312736511
1672742288975	440	0.87783282995224
1672742291176	441	0.8779897689819336
1672742292381	442	0.8781480193138123
1672742294991	443	0.8783130049705505
1672742296148	444	0.8784715533256531
1672742297894	445	0.8786346912384033
1672742300700	446	0.8787925839424133
1672742304342	447	0.878945529460907
1672742306497	448	0.8791074156761169
1672742307570	449	0.8792563676834106
1672742309667	450	0.8794019222259521
1672742312986	451	0.879557728767395
1672742314701	452	0.8797104954719543
1672742317548	453	0.8798834085464478
1672742318975	454	0.880027711391449
1672742320250	455	0.8801873922348022
1672742321488	456	0.8803557753562927
1672742324250	457	0.8805124163627625
1672742325745	458	0.8806708455085754
1672742326711	459	0.8807828426361084
1672742330751	460	0.8809431195259094
1672742331815	461	0.8810886144638062
1672742333767	462	0.8812405467033386
1672742336508	463	0.8813945651054382
1672742337604	464	0.8815309405326843
1672742341414	465	0.8816812038421631
1672742343160	466	0.8818255662918091
1672742344705	467	0.8819718956947327
1672742346025	468	0.8821138739585876
1672742347657	469	0.8822586536407471
1672742351142	470	0.8824114799499512
1672742354667	471	0.882566511631012
1672742356197	472	0.8827037811279297
1672742357385	473	0.8828243613243103
1672742358613	474	0.8829601407051086
1672742361511	475	0.8831042051315308
1672742363500	476	0.8832483887672424
1672742364950	477	0.8833861351013184
1672742367465	478	0.8835311532020569
1672742369076	479	0.8836567997932434
1672742372459	480	0.8837966322898865
1672742373455	481	0.8839191794395447
1672742375077	482	0.8840612769126892
1672742377924	483	0.884205162525177
1672742381826	484	0.8843368291854858
1672742384395	485	0.8844754695892334
1672742385629	486	0.8846024870872498
1672742387386	487	0.8847272992134094
1672742390152	488	0.8848742842674255
1672742391383	489	0.8850070238113403
1672742396012	490	0.885154128074646
1672742397499	491	0.8852869868278503
1672742398623	492	0.8854197859764099
1672742399626	493	0.8855475783348083
1672742402773	494	0.8856793642044067
1672742404864	495	0.8858135938644409
1672742408943	496	0.8859491944313049
1672742410242	497	0.8860849142074585
1672742413168	498	0.8862153887748718
1672742416773	499	0.8863582611083984
1672742418355	500	0.886488139629364
1672742422285	501	0.8866207003593445
1672742423638	502	0.8867380023002625
1672742425396	503	0.8868722915649414
1672742429963	504	0.8869988918304443
1672742432467	505	0.8871318697929382
1672742433613	506	0.8872536420822144
1672742435024	507	0.8873722553253174
1672742438306	508	0.8875101208686829
1672742442287	509	0.8876379728317261
1672742445541	510	0.8877713084220886
1672742447347	511	0.887890100479126
1672742448538	512	0.887996256351471
1672742449774	513	0.888119637966156
1672742450758	514	0.8882486820220947
1672742452099	515	0.8883757591247559
1672742454017	516	0.8885043859481812
1672742456451	517	0.8886451721191406
1672742457685	518	0.8887622952461243
1672742459408	519	0.888882040977478
1672742461871	520	0.8890132904052734
1672742464453	521	0.8891415596008301
1672742466009	522	0.8892814517021179
1672742470094	523	0.8894185423851013
1672742471993	524	0.8895539045333862
1672742473384	525	0.8896875977516174
1672742474834	526	0.8898206949234009
1672742476593	527	0.8899356126785278
1672742479435	528	0.8900611996650696
1672742482459	529	0.8902009129524231
1672742484129	530	0.8903217315673828
1672742485794	531	0.8904479742050171
1672742489531	532	0.8905947208404541
1672742494230	533	0.8907381296157837
1672742495213	534	0.8908635377883911
1672742496855	535	0.8910126090049744
1672742499307	536	0.8911644220352173
1672742500469	537	0.8913077116012573
1672742501910	538	0.8914448618888855
1672742504698	539	0.8915876150131226
1672742508962	540	0.8917374610900879
1672742510626	541	0.8918925523757935
1672742512183	542	0.8920432925224304
1672742513857	543	0.8921722173690796
1672742515287	544	0.8923174142837524
1672742517096	545	0.8924645781517029
1672742518527	546	0.8926268815994263
1672742520087	547	0.8927686214447021
1672742521306	548	0.8929136991500854
1672742522564	549	0.8930695652961731
1672742525643	550	0.8932117223739624
1672742526993	551	0.8933461308479309
1672742528743	552	0.8935014605522156
1672742530314	553	0.8936538696289062
1672742531636	554	0.8937970995903015
1672742532871	555	0.8939515352249146
1672742534117	556	0.894118070602417
1672742537221	557	0.8942781686782837
1672742538293	558	0.8944210410118103
1672742539647	559	0.894575834274292
1672742542002	560	0.8947310447692871
1672742546244	561	0.8948901295661926
1672742548921	562	0.8950265645980835
1672742553071	563	0.8951788544654846
1672742555246	564	0.895331859588623
1672742556592	565	0.8954888582229614
1672742557929	566	0.8956395983695984
1672742560277	567	0.8957868218421936
1672742562070	568	0.8959376215934753
1672742565785	569	0.896090567111969
1672742567405	570	0.8962425589561462
1672742568627	571	0.8963896036148071
1672742570331	572	0.8965428471565247
1672742574272	573	0.8966913223266602
1672742578291	574	0.8968365788459778
1672742579977	575	0.8969871997833252
1672742583880	576	0.8971347212791443
1672742586186	577	0.8972852230072021
1672742588452	578	0.8974262475967407
1672742589949	579	0.8975782990455627
1672742592290	580	0.897733747959137
1672742594056	581	0.8978786468505859
1672742596327	582	0.8980347514152527
1672742597667	583	0.898184597492218
1672742600596	584	0.8983407020568848
1672742601872	585	0.8984780311584473
1672742603065	586	0.8986221551895142
1672742605163	587	0.898770272731781
1672742606700	588	0.8989156484603882
1672742607813	589	0.8990640640258789
1672742608985	590	0.8992157578468323
1672742613794	591	0.8993639349937439
1672742615147	592	0.8995144963264465
1672742616841	593	0.8996661305427551
1672742618048	594	0.8998029232025146
1672742621366	595	0.8999512195587158
1672742622166	596	0.9000938534736633
1672742624603	597	0.9002376198768616
1672742626098	598	0.9003794193267822
1672742627723	599	0.9005212187767029
1672742630040	600	0.9006602764129639
1672742631228	601	0.9007999300956726
1672742632730	602	0.9009395241737366
1672742634061	603	0.9010874032974243
1672742636576	604	0.9012157320976257
1672742638038	605	0.9013534784317017
1672742639498	606	0.9014948606491089
1672742643889	607	0.9016377329826355
1672742644958	608	0.9017798900604248
1672742647944	609	0.9019303321838379
1672742650172	610	0.902073860168457
1672742651202	611	0.9022151231765747
1672742654921	612	0.9023571014404297
1672742656733	613	0.9025009274482727
1672742658825	614	0.9026355147361755
1672742660501	615	0.9027760624885559
1672742662255	616	0.9029173254966736
1672742665134	617	0.9030596017837524
1672742666261	618	0.9032003283500671
1672742667355	619	0.9033383131027222
1672742670133	620	0.9034744501113892
1672742672121	621	0.9036125540733337
1672742674254	622	0.9037467837333679
1672742677584	623	0.9038858413696289
1672742681417	624	0.9040196537971497
1672742683214	625	0.9041628241539001
1672742686679	626	0.904303789138794
1672742689633	627	0.904437780380249
1672742691023	628	0.9045759439468384
1672742692398	629	0.9047070741653442
1672742694650	630	0.904845118522644
1672742696910	631	0.9049821496009827
1672742698380	632	0.9051257967948914
1672742700492	633	0.9052609205245972
1672742703126	634	0.9053910970687866
1672742707164	635	0.9055237174034119
1672742710109	636	0.905656099319458
1672742711360	637	0.905796229839325
1672742712947	638	0.9059247374534607
1672742714412	639	0.9060541391372681
1672742715970	640	0.9061878323554993
1672742717096	641	0.9063236117362976
1672742718166	642	0.9064529538154602
1672742720297	643	0.9065832495689392
1672742721550	644	0.9067057967185974
1672742723058	645	0.9068345427513123
1672742724967	646	0.9069520235061646
1672742726092	647	0.9070852994918823
1672742730157	648	0.9072122573852539
1672742731510	649	0.9073375463485718
1672742734130	650	0.9074598550796509
1672742736258	651	0.907585859298706
1672742737486	652	0.9077171087265015
1672742740148	653	0.9078502655029297
1672742742412	654	0.9079797863960266
1672742743651	655	0.9081112146377563
1672742745804	656	0.9082401990890503
1672742747492	657	0.9083704352378845
1672742748834	658	0.9084944128990173
1672742751289	659	0.908626139163971
1672742752585	660	0.9087435603141785
1672742754063	661	0.9088678956031799
1672742755756	662	0.9089932441711426
1672742756581	663	0.9091191291809082
1672742758831	664	0.9092363119125366
1672742760965	665	0.9093647003173828
1672742762363	666	0.9094853401184082
1672742764582	667	0.9096091985702515
1672742766149	668	0.9097347259521484
1672742767648	669	0.9098557233810425
1672742770530	670	0.9099779725074768
1672742771800	671	0.9101054072380066
1672742774688	672	0.9102319478988647
1672742776902	673	0.9103543758392334
1672742777978	674	0.9104822874069214
1672742779548	675	0.9106017351150513
1672742780585	676	0.910724937915802
1672742782568	677	0.9108376502990723
1672742784091	678	0.9109546542167664
1672742788125	679	0.9110720753669739
1672742789804	680	0.9111928343772888
1672742790967	681	0.9113070368766785
1672742792864	682	0.9114282727241516
1672742794151	683	0.9115461111068726
1672742795391	684	0.9116612076759338
1672742798387	685	0.9117773175239563
1672742802644	686	0.911893904209137
1672742805062	687	0.9120125770568848
1672742807091	688	0.9121332168579102
1672742808562	689	0.9122493267059326
1672742809743	690	0.9123652577400208
1672742813062	691	0.9124853610992432
1672742814569	692	0.9125963449478149
1672742815667	693	0.9127184748649597
1672742817946	694	0.912834882736206
1672742819224	695	0.9129496812820435
1672742820636	696	0.9130644798278809
1672742822496	697	0.9131754040718079
1672742824193	698	0.9132881760597229
1672742825231	699	0.9134048819541931
1672742826768	700	0.9135168194770813
1672742829246	701	0.91363525390625
1672742833399	702	0.9137511849403381
1672742836199	703	0.9138603806495667
1672742838370	704	0.9139743447303772
1672742839806	705	0.914085865020752
1672742841462	706	0.9141983985900879
1672742842714	707	0.9143076539039612
1672742843769	708	0.9144186973571777
1672742845952	709	0.9145234227180481
1672742847512	710	0.914631187915802
1672742848621	711	0.9147441983222961
1672742849657	712	0.9148565530776978
1672742851518	713	0.9149659872055054
1672742853004	714	0.9150748252868652
1672742854753	715	0.9151867628097534
1672742858013	716	0.9152937531471252
1672742860211	717	0.915400505065918
1672742861369	718	0.9155115485191345
1672742864221	719	0.9156203269958496
1672742866445	720	0.915727972984314
1672742868339	721	0.9158349633216858
1672742870677	722	0.9159426093101501
1672742871891	723	0.9160483479499817
1672742874877	724	0.9161540865898132
1672742877161	725	0.9162583947181702
1672742881108	726	0.9163631796836853
1672742882621	727	0.9164735674858093
1672742884883	728	0.9165757298469543
1672742889200	729	0.9166854023933411
1672742891485	730	0.9167888760566711
1672742892715	731	0.9168990254402161
1672742894442	732	0.9170060157775879
1672742897002	733	0.9171119928359985
1672742898180	734	0.9172160625457764
1672742899364	735	0.9173228144645691
1672742901621	736	0.9174317121505737
1672742903100	737	0.9175286293029785
1672742904103	738	0.917640209197998
1672742905505	739	0.9177473187446594
1672742909178	740	0.9178501963615417
1672742910204	741	0.9179509878158569
1672742912626	742	0.9180532693862915
1672742915225	743	0.9181575179100037
1672742917836	744	0.9182621836662292
1672742921976	745	0.9183627963066101
1672742925434	746	0.9184688925743103
1672742926806	747	0.9185664653778076
1672742927996	748	0.9186631441116333
1672742931549	749	0.9187642931938171
1672742932915	750	0.9188624024391174
1672742934718	751	0.9189624190330505
1672742936530	752	0.9190621376037598
1672742937875	753	0.9191588759422302
1672742940547	754	0.9192534685134888
1672742942501	755	0.9193456172943115
1672742943835	756	0.919445276260376
1672742947816	757	0.9195389747619629
1672742948896	758	0.9196401834487915
1672742950071	759	0.9197355508804321
1672742951644	760	0.9198328256607056
1672742952883	761	0.9199219346046448
1672742956607	762	0.9200165867805481
1672742960654	763	0.9201131463050842
1672742963389	764	0.9202111959457397
1672742965739	765	0.9203117489814758
1672742968055	766	0.9204041957855225
1672742969388	767	0.9205020070075989
1672742971506	768	0.9205978512763977
1672742973095	769	0.9206942319869995
1672742975514	770	0.9207947254180908
1672742976233	771	0.920894980430603
1672742977812	772	0.9209874868392944
1672742979806	773	0.9210798740386963
1672742980924	774	0.9211751222610474
1672742981996	775	0.9212731719017029
1672742984581	776	0.9213699698448181
1672742986683	777	0.9214658141136169
1672742987643	778	0.9215583205223083
1672742989116	779	0.9216525554656982
1672742992283	780	0.92174232006073
1672742993850	781	0.9218371510505676
1672742994992	782	0.9219285249710083
1672742998059	783	0.9220200181007385
1672742999473	784	0.9221125841140747
1672743001806	785	0.9222057461738586
1672743003226	786	0.9222965836524963
1672743006326	787	0.9223872423171997
1672743007813	788	0.9224787950515747
1672743009305	789	0.9225686192512512
1672743010389	790	0.9226632714271545
1672743011337	791	0.9227561354637146
1672743013576	792	0.9228476881980896
1672743017680	793	0.9229410290718079
1672743019556	794	0.9230318069458008
1672743020797	795	0.923124372959137
1672743021625	796	0.9232174754142761
1672743024123	797	0.9233090877532959
1672743026462	798	0.9233977198600769
1672743027767	799	0.9234862327575684
1672743029892	800	0.9235776662826538
1672743030885	801	0.9236729741096497
1672743035048	802	0.923760712146759
1672743036507	803	0.9238502383232117
1672743040239	804	0.9239407181739807
1672743042053	805	0.9240269660949707
1672743043625	806	0.9241201877593994
1672743045038	807	0.9242112040519714
1672743048462	808	0.9243006110191345
1672743048544	809	0.9243940711021423
