timestamp	step	loss_train
1670854184683	270	6.051655292510986
1670854186379	271	6.042324066162109
1670854188686	272	6.033003807067871
1670854190363	273	6.023658752441406
1670854192332	274	6.0142598152160645
1670854194154	275	6.004815578460693
1670854195656	276	5.995378494262695
1670854197283	277	5.985895156860352
1670854200371	278	5.976378440856934
1670854202581	279	5.966820240020752
1670854203640	280	5.957334995269775
1670854204707	281	5.947831630706787
1670854208335	282	5.938272953033447
1670854209957	283	5.928745746612549
1670854212779	284	5.919095993041992
1670854215119	285	5.909482955932617
1670854216828	286	5.899844646453857
1670854218177	287	5.890158653259277
1670854220502	288	5.880431175231934
1670854222290	289	5.8707098960876465
1670854225053	290	5.8609700202941895
1670854226432	291	5.851169109344482
1670854227765	292	5.841394424438477
1670854229083	293	5.8316264152526855
1670854231596	294	5.821793079376221
1670854232903	295	5.811944007873535
1670854235036	296	5.802035808563232
1670854236355	297	5.7921271324157715
1670854237877	298	5.782167434692383
1670854239441	299	5.77223539352417
1670854242114	300	5.762252330780029
1670854242973	301	5.7523112297058105
1670854245535	302	5.742281913757324
1670854246835	303	5.732287406921387
1670854248234	304	5.722189426422119
1670854250407	305	5.712061882019043
1670854251872	306	5.701957702636719
1670854253787	307	5.691787242889404
1670854256224	308	5.6816325187683105
1670854259339	309	5.671411037445068
1670854261027	310	5.661203861236572
1670854264298	311	5.650974750518799
1670854265565	312	5.640720844268799
1670854267572	313	5.630486965179443
1670854269471	314	5.620242118835449
1670854271123	315	5.609928607940674
1670854274706	316	5.599559783935547
1670854277309	317	5.589208602905273
1670854279520	318	5.578862190246582
1670854282170	319	5.568519592285156
1670854285144	320	5.558125972747803
1670854287785	321	5.547722339630127
1670854289169	322	5.537310600280762
1670854290733	323	5.52686882019043
1670854292055	324	5.516424655914307
1670854293567	325	5.50595760345459
1670854296442	326	5.49551248550415
1670854298804	327	5.485011577606201
1670854302264	328	5.474488258361816
1670854305393	329	5.4639668464660645
1670854306741	330	5.45346736907959
1670854308253	331	5.442926406860352
1670854311073	332	5.43240213394165
1670854314043	333	5.421805381774902
1670854315282	334	5.411226272583008
1670854318859	335	5.400644779205322
1670854321538	336	5.390049457550049
1670854323036	337	5.379492282867432
1670854324341	338	5.368898391723633
1670854327836	339	5.358232021331787
1670854329218	340	5.347584247589111
1670854330505	341	5.336966514587402
1670854332114	342	5.326292037963867
1670854333434	343	5.315645694732666
1670854335689	344	5.304967880249023
1670854336910	345	5.294309616088867
1670854338469	346	5.283623218536377
1670854339668	347	5.2729291915893555
1670854341520	348	5.262203693389893
1670854342717	349	5.251564025878906
1670854343610	350	5.240901947021484
1670854345055	351	5.230199813842773
1670854347781	352	5.219481468200684
1670854349097	353	5.208804607391357
1670854350399	354	5.198092460632324
1670854351648	355	5.187376499176025
1670854355243	356	5.176663875579834
1670854357504	357	5.165969371795654
1670854358948	358	5.1552510261535645
1670854362433	359	5.144550323486328
1670854363411	360	5.133884906768799
1670854365787	361	5.123188018798828
1670854368795	362	5.11246395111084
1670854370230	363	5.101800441741943
1670854371840	364	5.091136455535889
1670854373522	365	5.080458164215088
1670854374584	366	5.0698089599609375
1670854375899	367	5.059167385101318
1670854377235	368	5.048536777496338
1670854378899	369	5.03785514831543
1670854380748	370	5.0272064208984375
1670854382631	371	5.016608238220215
1670854384143	372	5.005988121032715
1670854387426	373	4.995316982269287
1670854389733	374	4.984713077545166
1670854391553	375	4.974117279052734
1670854392740	376	4.963569164276123
1670854394039	377	4.95304536819458
1670854396591	378	4.9425177574157715
1670854397689	379	4.932012557983398
1670854399201	380	4.921471118927002
1670854400316	381	4.911009311676025
1670854403755	382	4.900506496429443
1670854405437	383	4.890050888061523
1670854407005	384	4.8795695304870605
1670854410524	385	4.869109630584717
1670854412034	386	4.858665943145752
1670854413352	387	4.848281383514404
1670854415787	388	4.8378705978393555
1670854417084	389	4.827503204345703
1670854420342	390	4.817150592803955
1670854422191	391	4.806802749633789
1670854423571	392	4.796536922454834
1670854424768	393	4.786243915557861
1670854425948	394	4.776048183441162
1670854427017	395	4.76584005355835
1670854429866	396	4.755617618560791
1670854433495	397	4.745419502258301
1670854435554	398	4.7352375984191895
1670854437524	399	4.725122928619385
1670854439894	400	4.715036869049072
1670854441136	401	4.705024242401123
1670854442368	402	4.694963455200195
1670854445483	403	4.684907913208008
1670854447617	404	4.67493200302124
1670854449174	405	4.664918422698975
1670854451333	406	4.65493106842041
1670854452709	407	4.64497184753418
1670854454936	408	4.635069370269775
1670854456833	409	4.625197887420654
1670854458488	410	4.615340232849121
1670854460606	411	4.605515956878662
1670854464365	412	4.595674514770508
1670854466519	413	4.585906982421875
1670854470138	414	4.576150417327881
1670854473723	415	4.5664567947387695
1670854474962	416	4.556787967681885
1670854476695	417	4.547121524810791
1670854477613	418	4.537563800811768
1670854480589	419	4.527926921844482
1670854482847	420	4.5183796882629395
1670854484720	421	4.508841037750244
1670854486470	422	4.499390602111816
1670854488752	423	4.489899158477783
1670854489573	424	4.480523109436035
1670854491873	425	4.471088409423828
1670854493531	426	4.461772441864014
1670854496879	427	4.452425479888916
1670854499621	428	4.443089485168457
1670854500702	429	4.433868408203125
1670854503087	430	4.424615859985352
1670854504024	431	4.415460586547852
1670854506164	432	4.406250476837158
1670854507561	433	4.397140979766846
1670854510286	434	4.387994289398193
1670854511525	435	4.378939151763916
1670854512923	436	4.3698906898498535
1670854514281	437	4.360896587371826
1670854515602	438	4.351914405822754
1670854518347	439	4.342952728271484
1670854520632	440	4.334005832672119
1670854523405	441	4.325067520141602
1670854524648	442	4.3162031173706055
1670854525628	443	4.307361125946045
1670854528570	444	4.298555850982666
1670854531787	445	4.28973388671875
1670854533449	446	4.280996799468994
1670854535536	447	4.272295951843262
1670854537920	448	4.26356840133667
1670854538721	449	4.254951000213623
1670854539828	450	4.246382713317871
1670854543040	451	4.237748622894287
1670854546773	452	4.229153156280518
1670854548403	453	4.220619201660156
1670854551101	454	4.2121052742004395
1670854552361	455	4.203656196594238
1670854554115	456	4.195230484008789
1670854555692	457	4.186794757843018
1670854557249	458	4.178422451019287
1670854558322	459	4.170093536376953
1670854560077	460	4.161785125732422
1670854560968	461	4.1535420417785645
1670854563356	462	4.145298004150391
1670854564993	463	4.137068271636963
1670854566180	464	4.128896713256836
1670854567559	465	4.120721817016602
1670854569900	466	4.112564563751221
1670854571287	467	4.104481220245361
1670854572309	468	4.09642219543457
1670854574213	469	4.088371276855469
1670854575810	470	4.080379486083984
1670854578920	471	4.072357177734375
1670854580204	472	4.064391136169434
1670854581805	473	4.056469917297363
1670854583381	474	4.048550128936768
1670854585620	475	4.040663242340088
1670854587201	476	4.032794952392578
1670854588270	477	4.024980545043945
1670854589652	478	4.017155647277832
1670854592058	479	4.009357929229736
1670854593097	480	4.001631259918213
1670854596658	481	3.993863821029663
1670854598338	482	3.986146926879883
1670854599987	483	3.978461742401123
1670854603578	484	3.9707584381103516
1670854605132	485	3.9631307125091553
1670854607447	486	3.955524206161499
1670854608475	487	3.947953701019287
1670854609947	488	3.940380096435547
1670854612473	489	3.932859182357788
1670854613232	490	3.9253969192504883
1670854615865	491	3.9179153442382812
1670854619497	492	3.910449266433716
1670854620665	493	3.903026580810547
1670854623051	494	3.895620346069336
1670854625729	495	3.888258934020996
1670854628138	496	3.8808858394622803
1670854630520	497	3.8735334873199463
1670854632166	498	3.8662240505218506
1670854634376	499	3.8589186668395996
1670854635974	500	3.8516557216644287
1670854637178	501	3.844437837600708
1670854638558	502	3.837228536605835
1670854640863	503	3.830050468444824
1670854642452	504	3.8228816986083984
1670854646011	505	3.815718173980713
1670854648890	506	3.8085947036743164
1670854652122	507	3.8014955520629883
1670854654446	508	3.7944092750549316
1670854655755	509	3.78737473487854
1670854656928	510	3.780350923538208
1670854660543	511	3.7733490467071533
1670854662653	512	3.7663910388946533
1670854664805	513	3.7594447135925293
1670854666354	514	3.752518892288208
1670854667439	515	3.745621919631958
1670854670421	516	3.738724946975708
1670854672002	517	3.731858730316162
1670854674125	518	3.7250046730041504
1670854675548	519	3.7182061672210693
1670854679220	520	3.7114009857177734
1670854681944	521	3.704636573791504
1670854683847	522	3.697892665863037
1670854685145	523	3.6911733150482178
1670854687508	524	3.6844756603240967
1670854688753	525	3.6778059005737305
1670854689809	526	3.6711604595184326
1670854690920	527	3.6645328998565674
1670854692544	528	3.6579294204711914
1670854694668	529	3.6513171195983887
1670854696523	530	3.6447463035583496
1670854700162	531	3.6381924152374268
1670854701216	532	3.631664514541626
1670854703082	533	3.62515926361084
1670854704568	534	3.6186842918395996
1670854705657	535	3.6122233867645264
1670854706856	536	3.6057791709899902
1670854708436	537	3.599343776702881
1670854709379	538	3.5929551124572754
1670854712455	539	3.5865931510925293
1670854714632	540	3.580228567123413
1670854716477	541	3.57389497756958
1670854719749	542	3.5675721168518066
1670854722599	543	3.561267375946045
1670854725366	544	3.5549755096435547
1670854727631	545	3.548713445663452
1670854728912	546	3.5424842834472656
1670854730663	547	3.5362679958343506
1670854732104	548	3.5300710201263428
1670854734510	549	3.5238916873931885
1670854736468	550	3.5177321434020996
1670854740074	551	3.511587142944336
1670854743403	552	3.5054848194122314
1670854745066	553	3.499401807785034
1670854746298	554	3.4933340549468994
1670854747383	555	3.487295627593994
1670854749815	556	3.4812674522399902
1670854751218	557	3.4752562046051025
1670854752942	558	3.469254493713379
1670854754378	559	3.4632725715637207
1670854757480	560	3.457301616668701
1670854759072	561	3.451361656188965
1670854762318	562	3.4454286098480225
1670854763715	563	3.43953275680542
1670854767360	564	3.4336531162261963
1670854769267	565	3.427788019180298
1670854771277	566	3.4219396114349365
1670854772656	567	3.4161159992218018
1670854773767	568	3.4102942943573
1670854774921	569	3.404500722885132
1670854778291	570	3.3987228870391846
1670854780764	571	3.392963409423828
1670854783511	572	3.3872158527374268
1670854785168	573	3.3815062046051025
1670854786423	574	3.3757948875427246
1670854789813	575	3.3700921535491943
1670854793357	576	3.3644213676452637
1670854795213	577	3.3587794303894043
